id,nome,cpf,prioridade,data
1775,Sara Oliveira,26670915493,2,2025-02-06
1776,Julia Nascimento,76149141260,4,2024-03-18
1777,Fernanda Nascimento,36991097204,4,2023-06-23
1778,Sara Pereira,76503755070,5,2021-08-02
1779,Julia Nascimento,75034261057,1,2024-04-25
1780,Gustavo Oliveira,88268557289,2,2024-08-29
1781,Ana Araújo,43260127688,3,2021-01-30
1782,Eduardo Santos,11900932440,5,2023-02-25
1783,Otavio Carvalho,89572081436,4,2023-03-03
1784,Sara Souza,90126356610,5,2023-04-09
1785,Rafael Gomes,18089158540,2,2023-05-18
1786,Daniela Silva,53541997436,5,2021-08-25
1787,Tiago Gomes,18729138539,2,2024-03-25
1788,Bruno Nascimento,64415752623,4,2024-12-08
1789,Gustavo Silva,32202615538,1,2021-11-07
1790,Ana Souza,41777230727,5,2021-07-07
1791,Igor Silva,61577240429,5,2024-07-20
1792,Helena Oliveira,51478991279,3,2023-10-01
1793,Sara Souza,05176124063,2,2021-05-29
1794,Fernanda Gomes,97612062219,1,2022-06-17
1795,Marcos Lima,79862750561,3,2021-09-14
1796,Bruno Nascimento,40516625729,1,2021-01-05
1797,Marcos Santos,83746422224,3,2025-05-23
1798,Eduardo Rodrigues,13876358639,5,2022-09-17
1799,Igor Pereira,33097299477,1,2021-10-10
1800,Tiago Araújo,88985396365,5,2025-10-11
1801,Vanessa Oliveira,65789183280,5,2021-01-10
1802,Vanessa Costa,57009112101,5,2023-10-01
1803,Ana Lima,43111665811,2,2024-02-29
1804,Tiago Souza,93552857944,3,2023-04-12
1805,Patricia Silva,52873659340,3,2021-05-25
1806,Vanessa Carvalho,15307684775,4,2022-03-28
1807,Nathalia Santos,04052327511,5,2023-12-30
1808,Daniela Gomes,05117781335,1,2025-04-23
1809,Rafael Souza,02096981758,3,2024-06-06
1810,Julia Carvalho,21062263374,2,2023-05-22
1811,Larissa Rodrigues,22060354913,5,2023-12-17
1812,Bruno Rodrigues,20049332865,1,2021-01-28
1813,Sara Silva,72660890387,4,2024-05-08
1814,Julia Nascimento,28950886062,2,2025-06-24
1815,Rafael Nascimento,91677852473,1,2020-11-30
1816,Larissa Gomes,63746991080,2,2021-05-17
1817,Helena Souza,64111660399,2,2022-06-25
1818,Igor Santos,01798985255,1,2021-09-13
1819,Gustavo Ribeiro,89392823976,5,2024-03-10
1820,Daniela Oliveira,89188345113,4,2022-02-16
1821,Daniela Pereira,52711021922,2,2022-04-26
1822,Rafael Nascimento,17610876307,1,2023-05-31
1823,Rafael Araújo,66067639120,1,2021-05-22
1824,Julia Santos,19196040768,1,2023-02-13
1825,Gustavo Almeida,64631364878,2,2023-04-13
1826,Daniela Oliveira,53819104436,4,2024-06-23
1827,Julia Carvalho,38144586820,4,2021-07-18
1828,Rafael Nascimento,58877988866,4,2025-04-28
1829,Kaique Rodrigues,61635250633,5,2025-07-09
1830,Julia Costa,14006513283,3,2022-02-13
1831,Helena Pereira,37401400025,1,2025-02-13
1832,Kaique Araújo,33630212326,2,2021-09-13
1833,Daniela Pereira,27318662458,4,2022-10-09
1834,Patricia Ribeiro,48498729919,5,2024-10-16
1835,Kaique Araújo,33023145825,5,2021-10-07
1836,Carlos Carvalho,64872274947,1,2022-03-29
1837,Fernanda Lima,79577287625,4,2024-04-06
1838,Tiago Souza,70400689113,3,2022-03-30
1839,Nathalia Souza,14037209715,4,2025-11-07
1840,Eduardo Souza,30223352224,3,2025-11-19
1841,Nathalia Araújo,11631830033,2,2023-11-02
1842,Ana Almeida,96131583058,4,2024-10-09
1843,Gustavo Costa,63376206921,3,2023-01-15
1844,Igor Pereira,51945940371,5,2022-05-02
1845,Daniela Araújo,33091933162,5,2021-04-03
1846,Kaique Ribeiro,86320142248,1,2021-02-24
1847,Larissa Silva,00547947928,1,2024-04-25
1848,Marcos Souza,21282226667,1,2025-10-26
1849,Gustavo Oliveira,67383293512,1,2025-09-09
1850,Daniela Rodrigues,00497401569,1,2024-01-24
1851,Julia Silva,09415681008,4,2023-04-02
1852,Nathalia Nascimento,01036108455,5,2024-08-10
1853,Ana Oliveira,28021518480,3,2023-10-14
1854,Julia Santos,99411618288,5,2024-10-07
1855,Ana Pereira,40784849029,2,2023-05-31
1856,Fernanda Almeida,57945593821,5,2023-09-27
1857,Kaique Gomes,02755240061,2,2022-06-19
1858,Tiago Gomes,51813822778,5,2023-10-10
1859,Nathalia Pereira,10590364486,3,2024-10-29
1860,Patricia Carvalho,80764289980,4,2022-03-17
1861,Eduardo Santos,87114507486,3,2025-11-06
1862,Sara Pereira,21488892930,2,2021-08-27
1863,Ana Lima,96322479099,3,2021-01-03
1864,Vanessa Silva,54420939088,1,2022-06-22
1865,Fernanda Ribeiro,62782722489,3,2022-10-03
1866,Larissa Costa,29711211920,4,2023-04-13
1867,Tiago Carvalho,44153136892,4,2021-09-24
1868,Eduardo Araújo,20465584585,2,2025-02-09
1869,Sara Santos,25146612790,2,2022-01-22
1870,Carlos Souza,79524143170,3,2023-09-28
1871,Helena Rodrigues,60799641983,1,2023-06-07
1872,Julia Carvalho,91611281720,5,2021-09-06
1873,Igor Rodrigues,50831364198,2,2025-08-17
1874,Otavio Pereira,85962596293,3,2022-01-11
1875,Kaique Rodrigues,45768959319,4,2021-10-27
1876,Bruno Gomes,49605114011,3,2025-07-08
1877,Marcos Costa,59638137849,4,2023-01-27
1878,Rafael Santos,12854345262,4,2021-11-30
1879,Fernanda Carvalho,22612553880,4,2021-06-10
1880,Daniela Ribeiro,51332397281,5,2024-01-21
1881,Vanessa Gomes,30756419814,4,2025-04-11
1882,Larissa Carvalho,22685281452,5,2022-05-15
1883,Nathalia Gomes,18925710845,5,2022-06-04
1884,Tiago Silva,62380711620,5,2021-01-03
1885,Kaique Pereira,75492430347,2,2021-12-03
1886,Igor Carvalho,84785588300,5,2024-09-08
1887,Daniela Gomes,75296303509,3,2023-12-28
1888,Bruno Lima,12258769033,3,2024-05-24
1889,Tiago Oliveira,37174553533,2,2022-09-24
1890,Kaique Souza,77424142569,5,2025-05-10
1891,Rafael Rodrigues,75269012517,4,2025-06-03
1892,Marcos Rodrigues,80064022791,5,2021-07-19
1893,Nathalia Silva,41301060801,4,2025-07-01
1894,Rafael Pereira,29553002335,4,2025-08-26
1895,Daniela Carvalho,22425254324,4,2025-02-16
1896,Vanessa Ribeiro,91636807755,1,2024-11-01
1897,Patricia Ribeiro,07413938919,5,2024-04-10
1898,Igor Oliveira,81278962237,4,2024-01-22
1899,Eduardo Santos,09938286589,1,2020-11-25
1900,Marcos Almeida,13530964708,3,2021-08-22
1901,Igor Ribeiro,40381171149,2,2020-11-27
1902,Eduardo Araújo,24848529724,2,2022-11-07
1903,Tiago Ribeiro,90856882286,3,2023-03-10
1904,Igor Souza,79350478865,1,2023-02-22
1905,Julia Lima,52201322471,1,2023-01-26
1906,Daniela Nascimento,80546595517,3,2024-09-11
1907,Larissa Carvalho,19569516964,2,2023-09-17
1908,Tiago Lima,34471218104,4,2021-12-21
1909,Nathalia Silva,83186194426,4,2022-05-03
1910,Otavio Silva,77567365242,4,2024-11-11
1911,Eduardo Oliveira,43829173140,2,2022-06-19
1912,Julia Carvalho,66818934927,4,2025-09-23
1913,Julia Santos,23905481492,1,2024-11-13
1914,Carlos Rodrigues,52450569327,3,2021-08-24
1915,Igor Silva,42876528028,4,2023-05-15
1916,Marcos Lima,28379870502,5,2022-04-02
1917,Nathalia Rodrigues,81930464159,5,2024-10-21
1918,Marcos Rodrigues,17770767788,3,2024-03-30
1919,Julia Araújo,05195197574,2,2021-05-24
1920,Helena Ribeiro,09383427300,5,2024-05-04
1921,Larissa Santos,02196625208,5,2021-09-05
1922,Vanessa Rodrigues,08790480639,3,2021-12-29
1923,Bruno Nascimento,76396894926,5,2022-01-02
1924,Nathalia Santos,82655860876,3,2022-01-02
1925,Tiago Rodrigues,03078228604,1,2021-12-24
1926,Sara Costa,57197474014,2,2021-12-18
1927,Eduardo Rodrigues,90600500886,2,2025-01-20
1928,Nathalia Santos,19240339402,5,2022-08-05
1929,Rafael Ribeiro,50503277859,1,2021-10-15
1930,Eduardo Silva,05148078255,3,2022-02-04
1931,Igor Costa,82761870974,5,2022-09-20
1932,Tiago Oliveira,53548045863,2,2024-10-14
1933,Sara Silva,55374536484,3,2023-01-13
1934,Ana Oliveira,02301056508,1,2022-12-25
1935,Patricia Santos,14933901784,1,2025-05-09
1936,Rafael Ribeiro,34604175797,1,2022-03-04
1937,Marcos Araújo,30856929496,5,2023-10-29
1938,Rafael Silva,37249170907,2,2023-10-22
1939,Rafael Souza,54401249883,3,2024-05-10
1940,Fernanda Oliveira,22824516456,2,2022-12-02
1941,Rafael Carvalho,43565525634,4,2025-02-04
1942,Otavio Pereira,05710857839,1,2022-11-14
1943,Vanessa Silva,75511661530,5,2025-05-26
1944,Julia Costa,66789691276,4,2022-06-09
1945,Ana Almeida,02041350257,3,2023-06-11
1946,Vanessa Lima,89583867840,1,2025-04-08
1947,Vanessa Araújo,71803812252,2,2024-08-06
1948,Nathalia Pereira,01779200732,2,2024-03-15
1949,Rafael Pereira,64297736045,5,2025-04-14
1950,Vanessa Nascimento,68669073188,3,2023-12-06
1951,Daniela Ribeiro,85556335439,2,2024-10-10
1952,Daniela Costa,51850895690,3,2025-04-17
1953,Larissa Pereira,28452118395,5,2024-11-05
1954,Gustavo Santos,13806426253,1,2020-12-22
1955,Otavio Gomes,74756921026,1,2021-11-03
1956,Eduardo Ribeiro,74263830600,1,2023-11-01
1957,Larissa Lima,32575013324,2,2025-01-24
1958,Julia Pereira,92633103831,5,2024-01-24
1959,Igor Silva,06227798091,1,2024-12-30
1960,Tiago Costa,44099264283,4,2024-11-11
1961,Rafael Gomes,44705455510,1,2022-03-02
1962,Nathalia Souza,13435757842,2,2024-07-31
1963,Fernanda Ribeiro,46343760961,1,2025-01-13
1964,Otavio Gomes,98392505013,5,2021-08-20
1965,Bruno Costa,06605509462,1,2021-01-03
1966,Gustavo Carvalho,33024885352,4,2024-08-17
1967,Bruno Ribeiro,02224112724,2,2024-08-02
1968,Tiago Lima,46125513388,4,2023-09-27
1969,Nathalia Nascimento,38371862250,5,2021-05-23
1970,Larissa Rodrigues,44648979752,5,2024-12-12
1971,Carlos Oliveira,82684140648,5,2022-07-31
1972,Marcos Oliveira,80409008642,2,2025-02-05
1973,Bruno Lima,35105143652,1,2023-02-09
1974,Julia Gomes,06137862890,4,2021-12-26
1975,Helena Carvalho,45814092235,3,2023-03-31
1976,Larissa Silva,12210846574,4,2021-06-19
1977,Marcos Santos,77301403585,3,2022-02-15
1978,Kaique Gomes,40468471647,4,2024-01-01
1979,Fernanda Lima,79236068983,2,2023-06-06
1980,Vanessa Rodrigues,35679655093,5,2024-02-05
1981,Patricia Carvalho,12742424691,4,2021-12-27
1982,Kaique Nascimento,73635169720,5,2023-07-05
1983,Marcos Carvalho,16199985124,3,2025-02-15
1984,Marcos Nascimento,82615769878,3,2024-09-11
1985,Marcos Ribeiro,72238930706,4,2024-08-13
1986,Bruno Almeida,04054610664,4,2020-12-23
1987,Nathalia Almeida,51090144781,1,2022-10-16
1988,Carlos Souza,34328698883,4,2021-05-25
1989,Patricia Pereira,99178468942,2,2025-07-06
1990,Ana Almeida,49608500556,5,2024-03-06
1991,Gustavo Gomes,82712540044,3,2023-12-01
1992,Julia Carvalho,96062563242,2,2024-09-13
1993,Patricia Costa,96344901547,2,2024-10-15
1994,Carlos Costa,09893324038,4,2023-11-13
1995,Eduardo Costa,96545186107,3,2022-11-22
1996,Ana Souza,14719536034,3,2024-09-05
1997,Patricia Ribeiro,18499842983,1,2025-08-20
1998,Nathalia Oliveira,53663707246,2,2023-10-28
1999,Eduardo Rodrigues,98200266392,5,2024-01-03
2000,Ana Nascimento,14654615287,3,2021-09-18
2001,Eduardo Ribeiro,61501012026,1,2025-07-10
2002,Gustavo Ribeiro,85636996222,3,2022-09-24
2003,Julia Almeida,02879580799,2,2024-11-23
2004,Igor Gomes,54310687365,3,2025-01-27
2005,Larissa Rodrigues,11183466628,1,2022-08-21
2006,Otavio Lima,99609385806,3,2024-07-21
2007,Otavio Almeida,23520231357,1,2021-07-21
2008,Eduardo Silva,60978797397,5,2022-07-09
2009,Sara Araújo,63526757713,3,2023-07-07
2010,Ana Souza,43081179401,2,2021-07-16
2011,Eduardo Almeida,97420778743,5,2021-10-22
2012,Igor Gomes,46754841912,4,2021-10-28
2013,Larissa Silva,97113863072,5,2022-09-04
2014,Eduardo Araújo,40215141661,5,2023-09-25
2015,Rafael Rodrigues,04599922145,4,2021-10-15
2016,Tiago Costa,63285516164,1,2025-03-29
2017,Marcos Santos,76664486018,3,2023-05-04
2018,Tiago Costa,21130680625,3,2025-01-25
2019,Kaique Gomes,14501039600,4,2023-01-09
2020,Larissa Araújo,61554314095,1,2024-08-26
2021,Kaique Rodrigues,35469361046,4,2024-02-26
2022,Bruno Gomes,22065020822,5,2025-06-19
2023,Helena Costa,18817859925,1,2022-06-07
2024,Daniela Pereira,98422180677,2,2023-10-11
2025,Julia Silva,56566608019,4,2023-05-29
2026,Vanessa Lima,02314264235,5,2025-04-08
2027,Julia Silva,63497927959,2,2024-05-14
2028,Ana Gomes,51863565815,2,2022-09-26
2029,Eduardo Ribeiro,99399813264,4,2025-03-12
2030,Carlos Costa,61249415853,5,2023-10-29
2031,Rafael Gomes,19598191888,2,2024-10-28
2032,Carlos Almeida,03779825286,3,2021-09-03
2033,Bruno Lima,52271354876,5,2022-12-26
2034,Marcos Gomes,85717657664,2,2024-11-03
2035,Fernanda Costa,19249245803,5,2021-08-20
2036,Julia Santos,19250706976,4,2022-06-23
2037,Patricia Costa,93752058371,3,2024-10-05
2038,Helena Silva,48931176575,4,2021-03-10
2039,Carlos Pereira,03683685494,2,2024-04-25
2040,Larissa Ribeiro,45902822956,4,2022-12-01
2041,Vanessa Lima,70636480892,1,2023-01-18
2042,Daniela Souza,68556766257,5,2023-03-21
2043,Carlos Araújo,39484045069,3,2025-07-04
2044,Sara Gomes,00644159204,2,2021-11-19
2045,Rafael Nascimento,56671402898,2,2022-04-28
2046,Helena Oliveira,86373108274,2,2022-01-09
2047,Larissa Silva,30561577051,4,2021-11-05
2048,Kaique Ribeiro,24960287895,1,2021-12-06
2049,Fernanda Gomes,52689473577,2,2021-07-16
2050,Igor Carvalho,68210816962,5,2024-05-03
2051,Helena Pereira,11163998675,2,2022-05-25
2052,Vanessa Oliveira,47119861012,2,2025-08-16
2053,Julia Rodrigues,18241413757,1,2021-02-11
2054,Bruno Carvalho,84269959731,5,2022-04-14
2055,Julia Rodrigues,46296640287,2,2021-06-23
2056,Tiago Silva,88977423173,5,2022-02-20
2057,Otavio Rodrigues,34831073164,2,2025-07-19
2058,Rafael Lima,23116817764,4,2022-01-06
2059,Helena Ribeiro,92790529700,2,2022-09-30
2060,Julia Santos,08138684631,2,2023-04-16
2061,Daniela Araújo,41093129866,1,2021-06-08
2062,Eduardo Nascimento,75769083743,1,2021-01-06
2063,Kaique Costa,77986048135,1,2025-06-05
2064,Daniela Gomes,88654710234,5,2023-12-04
2065,Igor Silva,57923974770,2,2020-12-09
2066,Fernanda Lima,93537504325,2,2025-05-19
2067,Fernanda Carvalho,93857319183,3,2023-06-04
2068,Patricia Almeida,75138225131,1,2020-11-25
2069,Fernanda Araújo,86720960560,1,2021-01-01
2070,Fernanda Gomes,15202721517,5,2023-11-23
2071,Vanessa Pereira,73461066351,3,2022-11-15
2072,Nathalia Ribeiro,18666762385,5,2020-12-30
2073,Otavio Almeida,24235133313,4,2024-12-31
2074,Nathalia Araújo,92128996715,5,2025-09-16
2075,Ana Oliveira,98981155677,4,2025-02-15
2076,Otavio Silva,15216618908,1,2024-09-09
2077,Nathalia Santos,96645253074,4,2023-07-21
2078,Marcos Rodrigues,50312531710,1,2023-03-21
2079,Otavio Almeida,38223249478,1,2024-01-18
2080,Patricia Costa,64350786208,2,2025-08-27
2081,Otavio Lima,03908803767,2,2021-12-09
2082,Vanessa Rodrigues,43062406076,4,2025-04-21
2083,Otavio Gomes,36617455503,3,2022-11-09
2084,Otavio Silva,81395868169,4,2021-03-11
2085,Ana Lima,38563764573,5,2024-01-18
2086,Helena Nascimento,63046508043,2,2024-04-10
2087,Carlos Rodrigues,58733690490,1,2021-04-30
2088,Sara Rodrigues,25373904088,5,2025-03-04
2089,Otavio Araújo,58404637080,4,2021-11-03
2090,Sara Santos,42566466647,2,2021-09-11
2091,Marcos Pereira,85976582560,3,2025-05-29
2092,Nathalia Santos,31211949359,1,2022-08-03
2093,Sara Silva,43968602159,1,2023-03-23
2094,Eduardo Santos,40548566306,2,2024-03-29
2095,Ana Lima,82759660398,2,2025-09-24
2096,Daniela Gomes,82283875400,3,2023-01-19
2097,Fernanda Santos,61550135885,3,2023-08-02
2098,Bruno Santos,55967663363,2,2025-09-05
2099,Otavio Almeida,89830752151,2,2021-12-17
2100,Otavio Rodrigues,11220408073,4,2021-02-15
2101,Helena Oliveira,46500586631,5,2021-06-06
2102,Larissa Santos,48383021000,4,2021-07-20
2103,Vanessa Lima,63268482508,5,2025-06-25
2104,Fernanda Lima,05612947920,4,2020-12-03
2105,Carlos Lima,48182860974,5,2025-04-05
2106,Fernanda Gomes,20301526072,5,2023-10-19
2107,Gustavo Costa,71438470096,4,2024-11-29
2108,Patricia Ribeiro,53087618388,3,2022-06-15
2109,Tiago Souza,41335803390,4,2024-11-28
2110,Tiago Almeida,62600917328,1,2023-09-19
2111,Marcos Araújo,27512848819,4,2023-10-07
2112,Nathalia Rodrigues,79374050125,3,2024-01-27
2113,Kaique Araújo,61171842643,4,2022-10-03
2114,Ana Gomes,82186994508,3,2023-03-18
2115,Fernanda Nascimento,50393926449,2,2023-02-14
2116,Ana Pereira,64782938529,4,2023-10-03
2117,Otavio Rodrigues,95567631666,4,2022-08-08
2118,Julia Lima,03523299195,3,2022-07-02
2119,Bruno Santos,98418881312,1,2024-03-28
2120,Julia Lima,07856453598,4,2024-04-05
2121,Bruno Gomes,16019088394,1,2023-08-25
2122,Carlos Souza,74664336922,4,2023-06-23
2123,Carlos Almeida,71420956545,5,2024-01-17
2124,Gustavo Gomes,51221027110,4,2023-10-10
2125,Bruno Lima,40319308945,3,2022-01-04
2126,Otavio Pereira,57773320486,1,2025-07-18
2127,Fernanda Santos,67218266399,2,2022-08-16
2128,Daniela Lima,68535330459,2,2024-06-15
2129,Eduardo Pereira,48768666317,4,2021-03-05
2130,Ana Ribeiro,31496337105,3,2021-10-13
2131,Marcos Ribeiro,65699048307,3,2025-01-21
2132,Nathalia Rodrigues,79627016398,1,2024-02-11
2133,Igor Oliveira,76653964921,5,2021-05-05
2134,Kaique Carvalho,61139712849,4,2022-10-30
2135,Marcos Pereira,46604679288,4,2022-01-22
2136,Vanessa Araújo,44100890803,5,2023-11-03
2137,Patricia Oliveira,89972077885,4,2022-02-19
2138,Patricia Araújo,52786598481,4,2023-05-31
2139,Eduardo Rodrigues,79990603757,3,2021-07-20
2140,Rafael Oliveira,45551839411,1,2021-07-02
2141,Marcos Almeida,84578648852,1,2025-06-26
2142,Vanessa Lima,60451275141,5,2023-11-09
2143,Fernanda Almeida,75741965292,5,2024-04-09
2144,Sara Rodrigues,60192864426,1,2024-07-11
2145,Helena Santos,42968095763,3,2022-08-01
2146,Nathalia Araújo,00647409996,4,2025-05-26
2147,Bruno Rodrigues,34034410521,1,2022-12-07
2148,Marcos Carvalho,84380446476,4,2022-06-12
2149,Eduardo Gomes,92709831477,2,2024-07-05
2150,Nathalia Pereira,58977521415,2,2022-07-05
2151,Larissa Carvalho,15197787094,5,2025-11-13
2152,Nathalia Pereira,03207052363,4,2023-08-02
2153,Patricia Silva,62092589062,3,2021-09-17
2154,Marcos Silva,61464309272,2,2023-03-06
2155,Tiago Rodrigues,48652912342,4,2025-04-17
2156,Julia Ribeiro,40979879442,4,2024-01-30
2157,Igor Souza,59468281286,4,2020-12-11
2158,Tiago Santos,67854022384,5,2025-11-11
2159,Kaique Pereira,77489896536,4,2025-08-28
2160,Kaique Rodrigues,37126722670,2,2023-10-10
2161,Otavio Carvalho,05219962136,1,2020-12-05
2162,Daniela Araújo,63932089838,1,2022-04-14
2163,Patricia Oliveira,52447871942,1,2023-05-20
2164,Otavio Almeida,23574138766,5,2022-08-26
2165,Carlos Nascimento,50621012784,5,2021-06-11
2166,Gustavo Lima,22580180943,4,2021-03-06
2167,Sara Gomes,62255574648,1,2024-10-30
2168,Marcos Pereira,12564784498,5,2023-08-06
2169,Fernanda Gomes,60967162927,4,2021-11-14
2170,Daniela Costa,70593693229,1,2022-07-25
2171,Nathalia Pereira,59178084600,3,2022-08-08
2172,Eduardo Ribeiro,39619909454,4,2023-03-02
2173,Larissa Carvalho,90803329332,1,2021-01-16
2174,Eduardo Ribeiro,29722570122,2,2021-02-03
2175,Otavio Pereira,99152207215,5,2025-02-28
2176,Vanessa Lima,74142592078,4,2022-02-20
2177,Ana Santos,02141518255,1,2024-04-24
2178,Eduardo Souza,88431542483,5,2024-01-12
2179,Bruno Gomes,78176154867,2,2023-12-11
2180,Ana Souza,12967311352,2,2025-08-17
2181,Bruno Ribeiro,65460904604,1,2024-12-26
2182,Helena Rodrigues,95571548963,1,2021-08-05
2183,Helena Rodrigues,85690368550,3,2021-11-19
2184,Gustavo Costa,81762314715,3,2023-10-22
2185,Rafael Rodrigues,92124852484,5,2021-10-11
2186,Carlos Nascimento,04042002534,3,2023-01-15
2187,Rafael Souza,92451072999,5,2022-12-09
2188,Helena Carvalho,17340815424,5,2021-02-09
2189,Fernanda Carvalho,55601713354,3,2021-01-30
2190,Helena Santos,55614022608,3,2023-03-06
2191,Bruno Costa,26924552874,3,2022-04-04
2192,Sara Rodrigues,63880297387,3,2023-04-14
2193,Sara Costa,79204656149,5,2021-12-14
2194,Fernanda Almeida,57460453402,2,2024-06-05
2195,Larissa Souza,82723477851,1,2025-05-15
2196,Eduardo Rodrigues,29645298965,5,2024-01-24
2197,Bruno Silva,96026702376,2,2023-05-26
2198,Otavio Oliveira,23101067413,2,2022-04-23
2199,Patricia Almeida,51977317895,2,2022-07-23
2200,Eduardo Costa,01014079607,1,2025-08-28
2201,Ana Ribeiro,16257091060,2,2024-01-08
2202,Sara Souza,09540727593,2,2021-02-18
2203,Tiago Lima,17163809494,5,2021-04-03
2204,Bruno Pereira,50594625670,1,2025-01-30
2205,Kaique Lima,84606772440,3,2025-09-06
2206,Igor Almeida,72246289013,5,2023-03-10
2207,Otavio Santos,34243882305,1,2024-06-15
2208,Fernanda Silva,36138700485,2,2025-03-24
2209,Igor Costa,31375348760,5,2022-10-04
2210,Vanessa Oliveira,46480671628,4,2023-01-17
2211,Eduardo Araújo,08274816974,4,2021-10-03
2212,Vanessa Nascimento,71271521255,2,2022-02-02
2213,Gustavo Oliveira,12021950038,5,2024-05-20
2214,Igor Costa,35370067501,2,2022-12-20
2215,Sara Gomes,40629251311,3,2022-10-28
2216,Vanessa Pereira,80613883137,1,2023-03-24
2217,Marcos Costa,40436389031,5,2024-08-12
2218,Ana Gomes,00192371393,1,2021-12-27
2219,Helena Oliveira,01721278135,5,2024-10-06
2220,Kaique Silva,38584567864,5,2025-07-18
2221,Fernanda Araújo,47581409533,4,2021-04-04
2222,Bruno Nascimento,16559147130,2,2024-08-03
2223,Bruno Souza,17215688607,3,2022-02-12
2224,Tiago Araújo,58854865011,1,2022-10-01
2225,Gustavo Pereira,14460352956,1,2022-10-29
2226,Bruno Lima,79592462174,4,2021-02-05
2227,Vanessa Ribeiro,05208561979,1,2024-05-24
2228,Carlos Araújo,13225666039,3,2022-05-19
2229,Kaique Oliveira,49447226691,3,2023-09-02
2230,Patricia Araújo,36419071775,5,2022-02-12
2231,Igor Araújo,61789182984,5,2023-01-22
2232,Sara Oliveira,27230114044,3,2023-09-25
2233,Eduardo Araújo,47121547532,2,2022-07-22
2234,Carlos Carvalho,80472249185,2,2024-08-18
2235,Vanessa Costa,18946929901,5,2024-11-30
2236,Tiago Ribeiro,75977138050,5,2021-10-08
2237,Kaique Gomes,42761666888,1,2025-04-29
2238,Eduardo Pereira,91911153758,3,2023-10-30
2239,Nathalia Oliveira,96696383652,5,2024-08-28
2240,Bruno Araújo,32511573641,2,2022-03-22
2241,Bruno Pereira,23085208375,4,2024-12-14
2242,Eduardo Gomes,10495475188,1,2023-06-10
2243,Sara Carvalho,28147210625,4,2025-08-23
2244,Marcos Souza,65016698194,5,2024-11-11
2245,Tiago Ribeiro,54451004343,1,2025-06-04
2246,Rafael Rodrigues,72374218448,1,2024-05-19
2247,Sara Lima,54896316038,5,2021-10-12
2248,Eduardo Lima,57137822005,3,2025-04-01
2249,Daniela Nascimento,64650846197,2,2024-02-16
